,house-types,location,bedrooms,bathrooms,toilets,price,rent / sale
9812,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
9813,DETACHED DUPLEX,Ikoyi,5,5,5,"80,000,000",SALE
9814,DETACHED DUPLEX,Ikosi,5,6,6,"100,000,000",SALE
9815,HOUSE FOR,Lekki,beds,baths,Toilets,"25,000,000",SALE
9816,HOUSE FOR,Gbagada,3,3,3,"18,000,000",SALE
9817,DETACHED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
9818,HOUSE FOR,Yaba,4,4,4,"80,000,000",SALE
9819,HOUSE FOR,Ikorodu,4,3,4,"15,000,000",SALE
9820,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
9821,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
9822,BLOCKS OF,Ajah,2,2,3,"23,000,000",SALE
9823,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
9824,BLOCKS OF,Ikorodu,6,8,8,"20,000,000",SALE
9825,DETACHED BUNGALOW,Ikorodu,4,4,6,"8,500,000",SALE
9826,SEMI DETACHED,Lekki,4,4,6,"60,000,000",SALE
9827,DETACHED DUPLEX,Ojodu,4,5,5,"60,000,000",SALE
9828,SALE,Ajah,beds,baths,Toilets,"9,000,000",SALE
9829,BLOCKS OF,Ikorodu,3,4,4,"7,000,000",SALE
9830,DETACHED DUPLEX,Lekki,5,5,6,"300,000,000",SALE
9831,SEMI DETACHED,Ikoyi,5,5,6,"350,000,000",SALE
9832,HOUSE FOR,...Iju,0,0,0,"60,000,000",SALE
9833,DETACHED DUPLEX,2Ojodu,4,4,5,"160,000,000",SALE
9834,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
9835,SEMI DETACHED,Lekki,4,4,5,"44,000,000,000",SALE
9836,DETACHED DUPLEX,Lekki,5,6,6,"200,000,000",SALE
9837,DETACHED BUNGALOW,Ogba,3,2,2,"50,000,000",SALE
9838,SEMI DETACHED,Lekki,5,6,6,"85,000,000",SALE
9839,BLOCKS OF,Ojodu,2,2,2,"26,000,000",SALE
9840,DETACHED DUPLEX,Lekki,4,baths,Toilets,"47,000,000",SALE
9841,SEMI DETACHED,Ajah,4,4,5,"48,000,000",SALE
9842,DETACHED DUPLEX,Lekki,5,5,6,"250,000,000",SALE
9843,HOUSE FOR,Ketu,3,3,3,"30,000,000",SALE
9844,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
9845,HOUSE FOR,Lekki,5,5,6,"120,000,000",SALE
9846,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
9847,HOUSE FOR,Lekki,3,3,4,"27,500,000",SALE
9848,BLOCKS OF,Lekki,3,3,3,"15,000,000",SALE
9849,SEMI DETACHED,Ikoyi,3,3,5,"350,000,000",SALE
9850,TERRACED DUPLEX,Island,4,4,3,"200,000,000",SALE
9851,SEMI DETACHED,Lekki,4,4,4,"38,000,000",SALE
9852,HOUSE FOR,Ojodu,0,0,0,"65,000,000",SALE
9853,DETACHED DUPLEX,Lekki,5,5,6,"160,000,000",SALE
9854,BLOCKS OF,Island,3,3,4,"650,000,000",SALE
9855,DETACHED DUPLEX,Lekki,5,5,6,"90,000,000",SALE
9856,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
9857,SALE,Yaba,beds,baths,Toilets,"450,000,000",SALE
9858,FLATS HOUSE,Lekki,beds,baths,Toilets,"300,000,000",SALE
9859,SEMI DETACHED,Ojodu,2,3,3,"18,000,000",SALE
9860,DETACHED BUNGALOW,Ikorodu,4,4,5,"27,000,000",SALE
9861,DETACHED DUPLEX,Lekki,5,5,6,"80,000,000",SALE
9862,TERRACED DUPLEX,Lekki,4,4,5,"45,000,000",SALE
9863,TERRACED DUPLEX,Ojodu,3,3,3,"32,500,000",SALE
9864,TERRACED DUPLEX,Lekki,4,4,5,"38,000,000",SALE
9865,TERRACED DUPLEX,Ajah,3,3,3,"27,000,000",SALE
9866,MINI FLAT,Lekki,1,2,2,"20,000,000",SALE
9867,SALE,Alimosho,beds,baths,Toilets,"16,000,000",SALE
9868,SALE,Ikorodu,0,0,0,"23,000,000",SALE
9869,BLOCKS OF,Mushin,3,3,3,"150,000,000",SALE
9870,SEMI DETACHED,Lekki,4,5,5,"55,000,000",SALE
9871,TERRACED DUPLEX,Lekki,3,3,4,"50,000,000",SALE
9872,TERRACED DUPLEX,Island,4,4,5,"160,000,000",SALE
9873,DETACHED BUNGALOW,Ipaja,4,4,4,"8,000,000",SALE
9874,DETACHED BUNGALOW,LekkiLekki,2,baths,Toilets,"25,000,000",SALE
9875,TERRACED DUPLEX,Ikeja,4,4,5,"78,000,000",SALE
9876,SEMI DETACHED,Ojodu,4,4,4,"65,000,000",SALE
9877,TERRACED DUPLEX,Ajah,2,2,2,"35,000,000",SALE
9878,TERRACED DUPLEX,Ikeja,4,4,5,"150,000,000",SALE
9879,DETACHED DUPLEX,Lekki,5,5,6,"90,000,000",SALE
9880,DETACHED DUPLEX,Ajah,5,5,5,"75,000,000",SALE
9881,TERRACED DUPLEX,Ajah,4,4,5,"38,000,000",SALE
9882,TERRACED DUPLEX,Ajah,3,3,3,"39,500,000",SALE
9883,SEMI DETACHED,Lekki,4,5,5,"48,000,000",SALE
9884,FLATS HOUSE,Agege,beds,baths,Toilets,"75,000,000",SALE
9885,DETACHED DUPLEX,Lekki,5,5,5,"65,000,000",SALE
9886,BLOCKS OF,Ajah,2,3,3,"27,000,000",SALE
9887,DETACHED DUPLEX,Lekki,5,7,7,"115,000,000",SALE
9888,MINI FLAT,Lekki,1,1,2,"50,000,000",SALE
9889,DETACHED DUPLEX,Lekki,5,5,6,"83,000,000",SALE
9890,HOUSE FOR,Gbagada,4,4,4,"30,000,000",SALE
9891,DETACHED BUNGALOW,Egba,6,0,0,"3,500,000",SALE
9892,SALE,Shomolu,beds,baths,Toilets,"27,000,000,000",SALE
9893,BLOCKS OF,Yaba,3,3,3,"35,000,000",SALE
9894,HOUSE FOR,Maryland,4,4,4,"70,000,000",SALE
9895,SALE,Oredo,beds,baths,Toilets,"30,000,000",SALE
9896,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
9897,DETACHED DUPLEX,Lekki,6,7,7,"260,000,000",SALE
9898,SALE,Ojodu,0,0,0,"75,000,000",SALE
9899,BLOCKS OF,Ikoyi,6,6,7,"290,000,000",SALE
9900,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
9901,HOUSE FOR,ogbaIju,0,0,0,"28,000,000",SALE
9902,DETACHED DUPLEX,Gbagada,4,4,4,"60,000,000",SALE
9903,DETACHED DUPLEX,Island,5,7,7,"210,000,000",SALE
9904,DETACHED DUPLEX,Ajah,4,4,5,"60,000,000",SALE
9905,HOUSE FOR,Island,beds,baths,Toilets,"110,000,000",SALE
9906,TERRACED DUPLEX,Lekki,4,4,5,"38,000,000",SALE
9907,TERRACED DUPLEX,Lekki,4,4,5,"55,000,000",SALE
9908,DETACHED DUPLEX,Odofin,6,5,5,"250,000,000",SALE
9909,HOUSE FOR,Ajah,0,0,0,"25,000,000",SALE
9910,MINI FLAT,Lekki,1,1,2,"50,000,000",SALE
9911,DETACHED DUPLEX,Ajah,5,6,6,"47,000,000",SALE
9912,DETACHED DUPLEX,Ikosi,5,5,6,"100,000,000",SALE
9913,DETACHED BUNGALOW,Ikosi,5,5,Toilets,"25,000,000",SALE
9914,TERRACED DUPLEX,Ajah,3,3,4,"26,000,000",SALE
9915,DETACHED BUNGALOW,Agege,4,4,0,"3,800,000",SALE
9916,HOUSE FOR,Lekki,5,3,4,"90,000,000",SALE
9917,HOUSE FOR,estateLekki,5,baths,Toilets,"198,000,000",SALE
9918,SEMI DETACHED,NorthOgudu,3,3,4,"33,000,000",SALE
9919,HOUSE FOR,Ojodu,3,0,0,"30,000,000",SALE
9920,DETACHED DUPLEX,Agege,5,5,5,"55,000,000",SALE
9921,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
9922,BLOCKS OF,Ajah,2,2,3,"23,000,000",SALE
9923,TERRACED DUPLEX,Lekki,3,3,4,"39,000,000",SALE
9924,DETACHED DUPLEX,Ojodu,5,5,6,"130,000,000",SALE
9925,TERRACED DUPLEX,Ajah,2,3,3,"35,000,000",SALE
9926,MINI FLAT,Ikorodu,1,1,1,"11,000,000",SALE
9927,DETACHED BUNGALOW,Ojodu,4,4,5,"35,000,000",SALE
9928,DETACHED BUNGALOW,Ojodu,4,4,5,"30,000,000",SALE
9929,DETACHED DUPLEX,Lekki,4,4,5,"60,000,000",SALE
9930,SEMI DETACHED,Lekki,4,4,5,"48,000,000",SALE
9931,SEMI DETACHED,Ojodu,4,5,5,"45,000,000",SALE
9932,MINI FLAT,Lekki,1,1,2,"50,000,000",SALE
9933,DETACHED DUPLEX,Ogba,5,5,6,"65,000,000",SALE
9934,DETACHED DUPLEX,Lekki,5,5,6,"90,000,000",SALE
9935,TERRACED DUPLEX,Ikeja,4,4,5,"150,000,000",SALE
9936,DETACHED DUPLEX,Lekki,5,5,6,"100,000,000",SALE
9937,DETACHED DUPLEX,Lekki,5,5,6,"140,000,000",SALE
9938,SEMI DETACHED,Ajah,4,5,5,"60,000,000",SALE
9939,DETACHED DUPLEX,Lekki,5,6,6,"250,000,000",SALE
9940,SALE,Ipaja,0,0,0,"16,000,000",SALE
9941,HOUSE FOR,Ogudu,beds,baths,Toilets,"40,000,000",SALE
9942,TERRACED DUPLEX,Lekki,4,3,4,"37,000,000",SALE
9943,HOUSE FOR,Ogba,beds,baths,Toilets,"38,000,000",SALE
9944,TERRACED DUPLEX,Ikeja,4,4,5,"150,000,000",SALE
9945,DETACHED DUPLEX,Lekki,3,3,4,"35,000,000",SALE
9946,DETACHED BUNGALOW,Ikosi,5,5,5,"10,000,000",SALE
9947,DETACHED BUNGALOW,Ikorodu,2,2,3,"9,500,000",SALE
9948,SEMI DETACHED,Lekki,4,4,5,"67,000,000",SALE
9949,DETACHED DUPLEX,Lekki,5,6,6,"130,000,000",SALE
9950,SEMI DETACHED,AjahAjah,4,4,5,"38,000,000",SALE
9951,SEMI DETACHED,Lekki,5,5,6,"80,000,000",SALE
9952,HOUSE FOR,Ajah,4,4,5,"65,000,000",SALE
9953,DETACHED DUPLEX,Ajah,5,4,5,"65,000,000",SALE
9954,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
9955,TERRACED DUPLEX,Ogudu,3,3,4,"65,000,000",SALE
9956,DETACHED DUPLEX,Lekki,5,5,6,"450,000,000",SALE
9957,SALE,Gbagada,beds,baths,Toilets,"6,000,000",SALE
9958,SEMI DETACHED,Ajah,4,4,4,"35,000,000",SALE
9959,FLATS HOUSE,Shomolu,beds,baths,Toilets,"35,000,000",SALE
9960,HOUSE FOR,Ogba,5,5,5,"60,000,000",SALE
9961,DETACHED DUPLEX,Ajah,5,5,6,"70,000,000",SALE
9962,DETACHED BUNGALOW,Sangotedo,3,3,3,"16,000,000",SALE
9963,DETACHED DUPLEX,Ojodu,5,baths,Toilets,"110,000,000",SALE
9964,DETACHED DUPLEX,2Ojodu,4,4,5,"120,000,000",SALE
9965,SALE,Ikoyi,0,0,0,"750,000,000",SALE
9966,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
9967,TERRACED DUPLEX,Lekki,4,4,4,"41,000,000",SALE
9968,DETACHED DUPLEX,Lekki,4,5,6,"75,000,000",SALE
9969,HOUSE FOR,Lekki,beds,baths,Toilets,"110,000,000",SALE
9970,HOUSE FOR,Gbagada,beds,baths,Toilets,"85,000,000",SALE
9971,TERRACED DUPLEX,Lekki,4,5,5,"50,000,000",SALE
9972,DETACHED DUPLEX,Ogudu,5,5,5,"150,000,000",SALE
9973,SEMI DETACHED,Ajah,4,4,5,"42,000,000",SALE
9974,DETACHED DUPLEX,Ajah,5,baths,Toilets,"55,000,000",SALE
9975,BLOCKS OF,Ikorodu,10,10,10,"30,000,000",SALE
9976,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
9977,SALE,Shomolu,beds,baths,Toilets,"15,000,000",SALE
9978,DETACHED BUNGALOW,Lekki,3,3,4,"30,000,000",SALE
9979,SEMI DETACHED,Lekki,3,4,4,"27,500,000",SALE
9980,HOUSE FOR,Island,5,5,6,"300,000,000",SALE
9981,DETACHED DUPLEX,Lekki,5,5,6,"180,000,000",SALE
9982,DETACHED DUPLEX,Ikorodu,4,5,5,"20,000",SALE
9983,SALE,Alimosho,0,0,0,"7,000,000",SALE
9984,TERRACED DUPLEX,Lekki,3,3,4,"55,000,000",SALE
9985,SEMI DETACHED,Lekki,4,4,5,"57,000,000",SALE
9986,HOUSE FOR,Yaba,beds,baths,Toilets,"50,000,000",SALE
9987,HOUSE FOR,Lekki,beds,baths,Toilets,"200,000,000",SALE
9988,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
9989,HOUSE FOR,Idimu,beds,baths,Toilets,"30,000,000",SALE
9990,BLOCKS OF,Ikoyi,4,4,5,"270,000,000",SALE
9991,DETACHED DUPLEX,Island,5,7,7,"230,000,000",SALE
9992,DUPLEX HOUSE,Lekki,0,0,0,"50,000,000",SALE
9993,BLOCKS OF,Yaba,3,baths,Toilets,"38,000,000",SALE
9994,TERRACED DUPLEX,Lekki,2,2,2,"30,000,000",SALE
9995,DETACHED DUPLEX,Ikosi,5,baths,Toilets,"140,000,000",SALE
9996,DETACHED DUPLEX,Lekki,4,4,5,"55,000,000",SALE
9997,BLOCKS OF,Ikorodu,10,10,10,"17,500,000",SALE
9998,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
9999,TERRACED DUPLEX,Ikeja,3,3,3,"38,000,000",SALE
10000,SEMI DETACHED,Lekki,3,3,4,"50,000,000",SALE
10001,HOUSE FOR,Ikoyi,5,5,5,"500,000,000",SALE
10002,SEMI DETACHED,Ikeja,4,4,5,"120,000,000",SALE
10003,TERRACED DUPLEX,Lekki,4,4,4,"40,000,000",SALE
10004,DETACHED DUPLEX,Ikorodu,4,5,5,"28,000,000",SALE
10005,SEMI DETACHED,Ikoyi,5,8,8,"220,000,000",SALE
10006,TERRACED DUPLEX,Lekki,4,4,5,"75,000,000",SALE
10007,DETACHED DUPLEX,Lekki,5,5,6,"190,000,000",SALE
10008,TERRACED DUPLEX,Lekki,4,4,4,"60,000,000",SALE
10009,TERRACED DUPLEX,Ikoyi,4,4,5,"170,000,000",SALE
10010,TERRACED DUPLEX,Ikeja,4,4,5,"150,000,000",SALE
10011,DETACHED DUPLEX,Lekki,5,5,6,"500,000,000",SALE
10012,TERRACED DUPLEX,Lekki,4,5,5,"50,000,000",SALE
10013,BLOCKS OF,Egba,2,2,3,"55,000,000",SALE
10014,HOUSE FOR,Lekki,4,4,5,"45,000,000",SALE
10015,DETACHED DUPLEX,Ikoyi,5,5,6,"550,000,000",SALE
10016,DETACHED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
10017,SEMI DETACHED,Lekki,4,4,5,"135,000,000",SALE
10018,HOUSE FOR,Gbagada,3,3,3,"18,000,000",SALE
10019,DETACHED DUPLEX,Ogudu,4,5,5,"80,000,000",SALE
10020,MINI FLAT,Lekki,1,1,2,"50,000,000",SALE
10021,SALE,Ojodu,beds,baths,Toilets,"65,000,000",SALE
10022,BLOCKS OF,Gbagada,3,2,3,"20,000,000",SALE
10023,HOUSE FOR,Sangotedo,beds,baths,Toilets,"28,000,000",SALE
10024,DETACHED DUPLEX,Lekki,5,6,6,"75,000,000",SALE
10025,SALE,Ipaja,beds,baths,Toilets,"6,000,000",SALE
10026,HOUSE FOR,Ajah,4,4,5,"40,000,000",SALE
10027,BLOCKS OF,Ipaja,3,3,3,"10,000,000",SALE
10028,TERRACED DUPLEX,Ilupeju,5,5,5,"65,000,000",SALE
10029,DETACHED DUPLEX,Ikorodu,5,5,6,"45,000,000",SALE
10030,HOUSE FOR,Ikosi,beds,baths,Toilets,"45,000,000",SALE
10031,SEMI DETACHED,Ojodu,4,4,5,"75,000,000",SALE
10032,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
10033,SALE,Oshodi,beds,baths,Toilets,"35,000,000",SALE
10034,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
10035,DETACHED BUNGALOW,Agege,3,4,4,"23,000,000",SALE
10036,DETACHED DUPLEX,Lekki,5,6,6,"130,000,000",SALE
10037,HOUSE FOR,Ikoyi,5,5,6,"450,000,000",SALE
10038,SEMI DETACHED,Lekki,4,4,5,"65,000,000",SALE
10039,FLATS HOUSE,Yaba,beds,baths,Toilets,"80,000,000",SALE
10040,SEMI DETACHED,Ajah,4,4,5,"35,000,000",SALE
10041,HOUSE FOR,Gbagada,beds,baths,Toilets,"100,000,000",SALE
10042,MINI FLAT,Lekki,1,2,2,"20,000,000",SALE
10043,TERRACED DUPLEX,Lekki,3,3,4,"35,000,000",SALE
10044,DETACHED DUPLEX,Ojodu,5,5,6,"65,000,000",SALE
10045,DETACHED DUPLEX,Lekki,5,baths,Toilets,"70,000,000",SALE
10046,TERRACED DUPLEX,Lekki,3,3,4,"30,000,000",SALE
10047,SEMI DETACHED,Ajah,5,5,6,"55,000,000",SALE
10048,SEMI DETACHED,Maryland,4,baths,Toilets,"35,000,000",SALE
10049,DETACHED DUPLEX,Apapa,5,baths,Toilets,"90,000,000",SALE
10050,SALE,ogbaIju,beds,baths,Toilets,"11,000,000",SALE
10051,SEMI DETACHED,Lekki,4,4,4,"55,000,000",SALE
10052,HOUSE FOR,Yaba,beds,baths,Toilets,"85,000,000",SALE
10053,TERRACED DUPLEX,Lekki,4,4,5,"40,000,000",SALE
10054,BLOCKS OF,Ajah,2,2,3,"23,000,000",SALE
10055,TERRACED DUPLEX,Ikeja,4,5,5,"125,000,000",SALE
10056,DETACHED DUPLEX,Ikoyi,8,10,9,"750,000,000",SALE
10057,FLATS HOUSE,StateIju,0,0,0,"50,000,000",SALE
10058,DETACHED DUPLEX,Idimu,4,4,5,"55,000,000",SALE
10059,HOUSE FOR,Ikeja,4,4,5,"950,000,000",SALE
10060,TERRACED DUPLEX,Lekki,4,4,5,"53,000,000",SALE
10061,MASSIONETTE HOUSE,Ajah,3,3,4,"35,000,000",SALE
10062,DETACHED BUNGALOW,Ikosi,3,3,4,"18,000,000",SALE
10063,BLOCKS OF,Yaba,3,3,4,"35,000,000",SALE
10064,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
10065,DETACHED DUPLEX,Lekki,5,5,6,"175,000,000",SALE
10066,TERRACED DUPLEX,Ajah,5,5,5,"37,000,000",SALE
10067,SEMI DETACHED,Lekki,4,4,5,"51,000,000",SALE
10068,FLATS HOUSE,Orile,beds,baths,Toilets,"85,000,000",SALE
10069,SEMI DETACHED,Lekki,4,4,5,"37,500,000",SALE
10070,FLATS HOUSE,Ketu,beds,baths,Toilets,"30,000,000",SALE
10071,SALE,Ilupeju,beds,baths,Toilets,"25,000,000",SALE
10072,BLOCKS OF,Ikoyi,4,baths,Toilets,"180,000,000",SALE
10073,BLOCKS OF,Yaba,3,3,3,"35,000,000",SALE
10074,SEMI DETACHED,Yaba,4,3,3,"85,000,000",SALE
10075,SEMI DETACHED,Surulere,4,4,5,"65,000,000",SALE
10076,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
10077,SEMI DETACHED,Lekki,4,4,5,"125,000,000",SALE
10078,HOUSE FOR,Island,3,3,4,"150,000,000",SALE
10079,SEMI DETACHED,Lekki,4,4,5,"75,000,000",SALE
10080,FLATS HOUSE,Ikosi,0,0,0,"35,000,000",SALE
10081,DETACHED DUPLEX,Lekki,5,5,6,"150,000,000",SALE
10082,DETACHED DUPLEX,Ikoyi,4,4,4,"230,000,000",SALE
10083,TERRACED DUPLEX,Lekki,4,4,5,"140,000,000",SALE
10084,TERRACED DUPLEX,Ikosi,4,5,6,"65,000,000",SALE
10085,DETACHED DUPLEX,Maryland,4,5,5,"63,000,000",SALE
10086,MINI FLAT,Lekki,1,2,2,"20,000,000",SALE
10087,DETACHED DUPLEX,Ikoyi,4,4,4,"270,000,000",SALE
10088,DETACHED DUPLEX,Lekki,4,baths,Toilets,"55,000,000",SALE
10089,SEMI DETACHED,Lekki,4,4,5,"45,000,000",SALE
10090,DETACHED DUPLEX,Lekki,5,5,6,"125,000,000",SALE
10091,TERRACED DUPLEX,Lekki,4,4,5,"38,000,000",SALE
10092,DETACHED DUPLEX,Lekki,4,4,5,"90,000,000",SALE
10093,DETACHED DUPLEX,Ajah,4,4,5,"26,000,000",SALE
10094,HOUSE FOR,Ojodu,0,0,0,"75,000,000",SALE
10095,DETACHED DUPLEX,Ogudu,4,5,5,"85,000,000",SALE
10096,SALE,Shomolu,beds,baths,Toilets,"15,000,000",SALE
10097,TERRACED DUPLEX,Ilupeju,5,5,6,"70,000,000",SALE
10098,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
10099,TERRACED DUPLEX,Lekki,4,4,5,"80,000,000",SALE
10100,DETACHED DUPLEX,Ajah,5,4,6,"70,000,000",SALE
10101,DETACHED DUPLEX,Ogba,3,4,4,"25,000,000",SALE
10102,TERRACED DUPLEX,Ajah,3,3,3,"28,000,000",SALE
10103,DETACHED DUPLEX,Lekki,5,7,7,"295,000,000",SALE
10104,SALE,Ikosi,beds,baths,Toilets,"56,000,000",SALE
10105,SALE,Shomolu,beds,baths,Toilets,"100,000,000",SALE
10106,SEMI DETACHED,Lekki,4,4,5,"63,000,000",SALE
10107,SEMI DETACHED,Ajah,4,4,5,"40,000,000",SALE
10108,DETACHED DUPLEX,Lekki,4,4,5,"90,000,000",SALE
10109,SEMI DETACHED,Ogudu,5,5,5,"60,000,000",SALE
10110,SEMI DETACHED,Lekki,4,4,5,"70,000,000",SALE
10111,DETACHED DUPLEX,Lekki,5,5,6,"200,000,000",SALE
10112,HOUSE FOR,Shomolu,beds,baths,Toilets,"35,000,000",SALE
10113,DETACHED DUPLEX,Island,5,5,5,"350,000,000",SALE
10114,HOUSE FOR,LekkiLekki,2,2,3,"22,000,000",SALE
10115,TERRACED DUPLEX,Ikoyi,5,5,6,"200,000,000",SALE
10116,DETACHED DUPLEX,Ajah,5,5,5,"120,000,000",SALE
10117,SEMI DETACHED,Ikeja,4,4,5,"70,000,000",SALE
10118,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
10119,TERRACED DUPLEX,Ajah,2,4,4,"35,000,000",SALE
10120,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
10121,DETACHED DUPLEX,Lekki,5,5,6,"125,000,000",SALE
10122,TERRACED DUPLEX,Lekki,4,4,5,"130,000,000",SALE
10123,TERRACED DUPLEX,Lekki,4,4,5,"4,000,000",SALE
10124,HOUSE FOR,Ikeja,4,4,5,"60,000,000",SALE
10125,TERRACED DUPLEX,Lekki,3,3,4,"35,000,000",SALE
10126,SEMI DETACHED,Lekki,4,4,5,"45,000,000",SALE
10127,DETACHED DUPLEX,Ikoyi,5,5,6,"700,000,000",SALE
10128,DETACHED DUPLEX,Lekki,5,5,6,"120,000,000",SALE
10129,MASSIONETTE HOUSE,Gbagada,4,5,5,"75,000,000",SALE
10130,MINI FLAT,Lekki,1,1,2,"50,000,000",SALE
10131,DETACHED DUPLEX,Lekki,4,6,6,"52,000,000",SALE
10132,TERRACED DUPLEX,Lekki,4,5,5,"49,000,000",SALE
10133,SEMI DETACHED,Ajah,3,4,3,"39,200,000",SALE
10134,DETACHED DUPLEX,Alimosho,5,5,6,"90,000,000",SALE
10135,TERRACED DUPLEX,Lekki,4,4,5,"43,000,000",SALE
10136,DETACHED DUPLEX,Ikeja,5,6,6,"150,000,000",SALE
10137,FOR SALE,Ikoyi,beds,baths,Toilets,"3,500,000",SALE
10138,DETACHED DUPLEX,Ikoyi,5,5,6,"1,100,000,000",SALE
10139,HOUSE FOR,Ajah,3,3,4,"25,000,000",SALE
10140,TERRACED DUPLEX,Lekki,4,4,5,"110,000,000",SALE
10141,DETACHED DUPLEX,Ajah,5,6,7,"160,000,000",SALE
10142,TERRACED DUPLEX,Lekki,5,5,6,"65,000,000",SALE
10143,TERRACED DUPLEX,gateLekki,4,4,5,"35,000,000",SALE
10144,DETACHED DUPLEX,Lekki,5,5,6,"95,000,000",SALE
10145,DETACHED DUPLEX,Lekki,4,4,5,"68,000,000",SALE
10146,TERRACED DUPLEX,Lekki,3,3,4,"36,000,000",SALE
10147,BLOCKS OF,Ikorodu,10,10,10,"150,000,000",SALE
10148,SEMI DETACHED,Lekki,4,4,5,"62,000,000",SALE
10149,SALE,Shomolu,beds,baths,Toilets,"25,000,000",SALE
10150,HOUSE FOR,Lekki,4,4,5,"60,000,000",SALE
10151,HOUSE FOR,Lekki,beds,baths,Toilets,"130,000,000",SALE
10152,BLOCKS OF,Ajah,2,2,3,"23,000,000",SALE
10153,TERRACED DUPLEX,Lekki,4,4,5,"60,000,000",SALE
10154,DETACHED DUPLEX,Lekki,5,5,6,"190,000,000",SALE
10155,SEMI DETACHED,Lekki,4,4,5,"70,000,000",SALE
10156,DETACHED DUPLEX,Lekki,4,4,5,"55,000,000",SALE
10157,MASSIONETTE HOUSE,Ikoyi,4,4,5,"370,000,000",SALE
10158,DETACHED DUPLEX,Lekki,4,4,5,"100,000,000",SALE
10159,HOUSE FOR,Lekki,beds,baths,Toilets,"85,000,000",SALE
10160,DETACHED DUPLEX,Lekki,5,5,6,"130,000,000",SALE
10161,SEMI DETACHED,Lekki,4,4,5,"70,000,000",SALE
10162,DETACHED DUPLEX,Ikeja,5,5,6,"350,000,000",SALE
10163,BLOCKS OF,Ajah,3,3,4,"65,000,000",SALE
10164,SEMI DETACHED,Lekki,5,6,6,"80,000,000",SALE
10165,TERRACED DUPLEX,Lekki,4,4,5,"70,000,000",SALE
10166,DETACHED DUPLEX,Lekki,5,5,6,"320,000,000",SALE
10167,DETACHED DUPLEX,Lekki,3,3,4,"47,000,000",SALE
10168,DETACHED DUPLEX,Lekki,3,4,5,"56,000,000",SALE
10169,SEMI DETACHED,Ikeja,5,5,6,"210,000,000",SALE
10170,DETACHED DUPLEX,Lekki,4,4,5,"140,000,000",SALE
10171,SEMI DETACHED,Island,10,baths,Toilets,"400,000,000",SALE
10172,TERRACED DUPLEX,Lekki,3,3,4,"45,000,000",SALE
10173,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
10174,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
10175,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
10176,DETACHED DUPLEX,Lekki,4,5,5,"52,000,000",SALE
10177,DETACHED DUPLEX,Lekki,5,5,5,"70,000,000",SALE
10178,DETACHED DUPLEX,Ajah,4,6,6,"40,000,000",SALE
10179,HOUSE FOR,Lekki,5,5,6,"80,000,000",SALE
10180,TERRACED DUPLEX,Ikoyi,4,4,5,"280,000,000",SALE
10181,DETACHED DUPLEX,Lekki,5,5,6,"55,000,000",SALE
10182,DETACHED DUPLEX,Lekki,4,4,5,"65,000,000",SALE
10183,DETACHED DUPLEX,Lekki,5,5,6,"95,000,000",SALE
10184,TERRACED DUPLEX,Ikoyi,4,4,5,"370,000,000",SALE
10185,BLOCKS OF,Ikorodu,3,3,3,"9,000,000",SALE
10186,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
10187,DETACHED DUPLEX,Lekki,5,5,5,"200,000,000",SALE
10188,DETACHED BUNGALOW,Ikorodu,3,4,4,"13,500,000",SALE
10189,DETACHED BUNGALOW,Ajah,4,baths,Toilets,"35,000,000",SALE
10190,SEMI DETACHED,Gbagada,4,5,5,"30,000,000",SALE
10191,SEMI DETACHED,Lekki,4,4,5,"55,000,000",SALE
