,house-types,location,bedrooms,bathrooms,toilets,price,rent / sale
1593,FLAT ,Lekki,3,3,4,"2,000,000",RENT
1594,MINI FLAT,Lekki,1,1,1,"700,000",RENT
1595,PROPERTY FOR,Ajah,beds,baths,Toilets,"800,000",RENT
1596,MINI FLAT,Surulere,1,1,2,"500,000",RENT
1597,FLAT ,Ajah,2,2,3,"1,100,000",RENT
1598,FLAT ,Lekki,0,0,0,"700,000",RENT
1599,FLAT ,Shomolu,beds,baths,Toilets,"400,000",RENT
1600,FLAT ,Shomolu,beds,baths,Toilets,"500,000",RENT
1601,MINI FLAT,Lekki,1,1,1,"1,800,000",RENT
1602,HOUSE FOR,Lekki,4,4,5,"4,000,000",RENT
1603,MINI FLAT,Ikorodu,1,1,2,"150,000",RENT
1604,FLAT ,Ojodu,3,3,4,"650,000",RENT
1605,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
1606,TERRACED DUPLEX,Ajah,4,4,6,"2,500,000",RENT
1607,FLAT ,Lekki,3,3,4,"2,500,000",RENT
1608,MINI FLAT,Lekki,1,1,1,"700,000",RENT
1609,MINI FLAT,Lekki,1,1,1,"750,000",RENT
1610,SHARED APARTMENT,Yaba,2,3,3,"1,000,000",RENT
1611,MINI FLAT,Lekki,1,1,1,"500,000",RENT
1612,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
1613,FLAT ,Ikoyi,3,3,4,"11,000,000",RENT
1614,RENT,Ajah,beds,baths,Toilets,"2,500,000",RENT
1615,FLAT ,Gbagada,2,2,3,"1,300,000",RENT
1616,COMMERCIAL PROPERTY,Ajah,beds,baths,1,"4,000,000",RENT
1617,FLAT ,Ikorodu,2,1,1,"400,000",RENT
1618,MINI FLAT,Ojodu,2,3,3,"1,200,000",RENT
1619,MINI FLAT,Lekki,1,1,1,"2,000,000",RENT
1620,FLAT ,Lekki,0,0,0,"450,000",RENT
1621,FLAT ,Lekki,2,3,3,"1,200,000",RENT
1622,MINI FLAT,Lekki,1,1,1,"800,000",RENT
1623,MINI FLAT,Surulere,1,1,1,"400,000",RENT
1624,MINI FLAT,Lekki,1,1,1,"600,000",RENT
1625,FLAT ,Ikeja,3,3,3,"8,000,000",RENT
1626,DETACHED DUPLEX,Ikoyi,5,5,5,"200,000,000",SALE
1627,MINI FLAT,Surulere,1,1,1,"300,000",RENT
1628,FLAT ,Surulere,2,2,2,"500,000",RENT
1629,MINI FLAT,Surulere,1,1,1,"350,000",RENT
1630,FLAT ,Gbagada,3,3,4,"1,600,000",RENT
1631,MINI FLAT,Surulere,1,2,2,"700,000",RENT
1632,MINI FLAT,EstateLekki,1,1,1,"400,000",RENT
1633,FLAT ,Ojodu,3,3,3,"650,000",RENT
1634,TERRACED DUPLEX,Island,4,4,5,"18,000,000",RENT
1635,FLAT ,Island,3,3,4,"8,000,000",RENT
1636,SEMI DETACHED,Ikosi,5,6,6,"5,500,000",RENT
1637,SEMI DETACHED,Lekki,3,3,4,"4,000,000",RENT
1638,DETACHED BUNGALOW,Ikeja,8,8,8,"25,000,000",RENT
1639,PROPERTY FOR,Abule-EgbaAgege,beds,baths,Toilets,"6,000,000",RENT
1640,APARTMENT FOR,Ajah,beds,baths,Toilets,"1,500,000",RENT
1641,FLAT ,Ikoyi,3,3,4,"3,700,000",RENT
1642,DETACHED DUPLEX,Lekki,5,5,6,"5,000,000",RENT
1643,FLAT ,Ikoyi,3,3,4,"3,700,000",RENT
1644,FLAT ,Lekki,beds,baths,Toilets,"800,000",RENT
1645,FLAT ,Ajah,3,3,4,"1,300,000",RENT
1646,FLAT ,Gbagada,2,2,3,"1,300,000",RENT
1647,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
1648,COMMERCIAL PROPERTY,Ikeja,beds,baths,Toilets,"18,000,000",RENT
1649,OFFICE SPACE,Ajah,5,2,2,"1,300,000",RENT
1650,FLAT ,Island,4,baths,Toilets,"4,500,000",RENT
1651,TERRACED DUPLEX,Lekki,3,3,4,"3,500,000",RENT
1652,SEMI DETACHED,Lekki,4,3,5,"2,000,000",RENT
1653,TERRACED DUPLEX,Ikeja,4,4,5,"8,000,000",RENT
1654,SHARED APARTMENT,Ogba,3,3,4,"1,000,000",RENT
1655,FLAT ,Ojodu,3,3,3,"1,500,000",RENT
1656,BLOCKS OF,Maryland,2,2,2,"2,500,000",RENT
1657,FLAT ,Lekki,3,3,4,"1,600,000",RENT
1658,SEMI DETACHED,Maryland,5,5,6,"2,700,000",RENT
1659,TERRACED DUPLEX,Gbagada,4,4,5,"2,800,000",RENT
1660,DETACHED DUPLEX,Lekki,4,4,5,"8,000,000",RENT
1661,FLAT ,Ikoyi,2,2,3,"7,000,000",RENT
1662,FLAT ,Lekki,4,4,5,"3,200,000",RENT
1663,SEMI DETACHED,Ikoyi,4,4,5,"6,000,000",RENT
1664,FACTORY COMMERCIAL,Ajah,5,4,5,"10,000,000",RENT
1665,FLAT ,Gbagada,2,2,3,"1,000,000",RENT
1666,WORKING SPACE,Ikeja,beds,baths,10,"30,000",RENT
1667,DETACHED DUPLEX,Ikoyi,4,4,4,"10,000,000",RENT
1668,FOR RENT,2,beds,baths,3,"6,500,000",RENT
1669,FLAT ,Lekki,2,baths,Toilets,"2,500,000",RENT
1670,TERRACED DUPLEX,Lekki,5,5,6,"2,500,000",RENT
1671,MINI FLAT,Lekki,1,1,1,"1,200,000",RENT
1672,FLAT ,Ajah,2,3,3,"800,000",RENT
1673,MINI FLAT,streetIkoyi,1,2,2,"2,000,000",RENT
1674,FLAT ,Ajah,2,2,3,"850,000",RENT
1675,FLAT ,Lekki,2,2,2,"1,300,000",RENT
1676,FLAT ,Ajah,3,3,4,"1,200,000",RENT
1677,FLAT ,Island,3,3,4,"5,500,000",RENT
1678,SEMI DETACHED,Ikoyi,5,5,6,"9,000,000",RENT
1679,FLAT ,Lekki,3,baths,Toilets,"3,000,000",RENT
1680,BLOCKS OF,Ajah,2,3,3,"650,000",RENT
1681,FLAT ,Okota,2,2,2,"750,000",RENT
1682,CO WORKING,Ikeja,beds,baths,1,"115,000",RENT
1683,FLAT ,Gbagada,2,2,3,"1,100,000",RENT
1684,MINI FLAT,Lekki,1,1,1,"900,000",RENT
1685,TERRACED DUPLEX,Ikeja,4,4,4,"8,000,000",RENT
1686,FLAT ,Okota,2,2,3,"800,000",RENT
1687,FLAT ,Okota,3,3,4,"950,000",RENT
1688,PROPERTY FOR,Okota,0,0,1,"1,500,000",RENT
1689,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
1690,APARTMENT FOR,Gbagada,0,0,0,"1,200,000",RENT
1691,LAND LAND,Surulere,beds,baths,Toilets,"350,000,000",RENT
1692,HOUSE FOR,Ikeja,3,3,4,"2,500,000",RENT
1693,FLAT ,Gbagada,3,3,4,"1,300,000",RENT
1694,TERRACED DUPLEX,OgbaIju,3,3,4,"1,500,000",RENT
1695,FLAT ,Odofin,2,2,3,"1,200,000",RENT
1696,APARTMENT FOR,Ajah,beds,baths,Toilets,"650,000",RENT
1697,FLAT ,Lekki,3,3,4,"2,500,000",RENT
1698,FLAT ,Odofin,2,2,2,"600,000",RENT
1699,DETACHED DUPLEX,Lekki,5,5,6,"6,500,000",RENT
1700,FLAT ,AgungiLekki,2,2,2,"1,600,000",RENT
1701,FLAT ,roadLekki,2,2,3,"1,200,000",RENT
1702,BLOCKS OF,Ikeja,3,3,4,"5,000,000",RENT
1703,BLOCKS OF,Igando,3,3,4,"700,000",RENT
1704,FLAT ,Gbagada,3,3,4,"1,500,000",RENT
1705,FLAT ,Okota,2,2,3,"750,000",RENT
1706,FLAT ,Ojodu,3,3,4,"900,000",RENT
1707,BLOCKS OF,Yaba,3,3,4,"2,000,000",RENT
1708,TERRACED DUPLEX,Ikosi,3,3,3,"3,000,000",RENT
1709,TERRACED DUPLEX,Ilupeju,5,6,6,"4,500,000",RENT
1710,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
1711,MINI FLAT,Lekki,1,1,1,"500,000",RENT
1712,FLAT ,Ajah,beds,baths,Toilets,"375,000",RENT
1713,FLAT ,Shomolu,beds,baths,Toilets,"250,000",RENT
1714,FLAT ,Lekki,0,0,0,"900,000",RENT
1715,MINI FLAT,Ipaja,1,1,1,"200,000",RENT
1716,MINI FLAT,Surulere,1,1,1,"800,000",RENT
1717,MINI FLAT,Ajah,1,1,1,"300,000",RENT
1718,FLAT ,Lekki,2,2,3,"500,000",RENT
1719,HOTELGUEST HOUSE,Ilupeju,10,10,10,"25,000,000",RENT
1720,FLAT ,Yaba,0,0,0,"700,000",RENT
1721,SEMI DETACHED,Lekki,4,4,3,"2,500,000",RENT
1722,FLAT ,Okota,2,2,3,"650,000",RENT
1723,MINI FLAT,Surulere,1,2,2,"600,000",RENT
1724,FLAT ,Lekki,2,2,3,"1,400,000",RENT
1725,SHARED APARTMENT,Ogba,2,2,3,"850,000",RENT
1726,MINI FLAT,Ilupeju,1,1,1,"550,000",RENT
1727,SHARED APARTMENT,Lekki,4,4,Toilets,"600,000",RENT
1728,TERRACED DUPLEX,Lekki,4,4,5,"4,500,000",RENT
1729,TERRACED DUPLEX,roadLekki,4,4,5,"3,000,000",RENT
1730,BLOCKS OF,Lekki,3,3,4,"1,600,000",RENT
1731,FOR RENT,2,beds,baths,3,"6,500,000",RENT
1732,FLAT ,Ojodu,2,2,3,"300,000",RENT
1733,SHARED APARTMENT,Yaba,3,2,2,"700,000",RENT
1734,TERRACED DUPLEX,Island,4,4,5,"5,000,000",RENT
1735,FLAT ,Lekki,beds,1,1,"450,000",RENT
1736,SEMI DETACHED,gateLekki,4,4,5,"3,500,000",RENT
1737,FLAT ,Ikoyi,3,3,4,"4,000,000",RENT
1738,FLAT ,Okota,2,2,3,"900,000",RENT
1739,MINI FLAT,Lekki,1,1,1,"1,350,000",RENT
1740,FLAT ,Lekki,2,3,3,"2,300,000",RENT
1741,FLAT ,Yaba,3,3,4,"1,600,000",RENT
1742,MINI FLAT,Lekki,1,2,2,"800,000",RENT
1743,MINI FLAT,Lekki,1,2,2,"800,000",RENT
1744,SEMI DETACHED,Ikosi,4,4,5,"4,500,000",RENT
1745,MINI FLAT,Surulere,1,1,2,"600,000",RENT
1746,MINI FLAT,Maryland,1,1,Toilets,"1,000,000",RENT
1747,PENTHOUSE FLAT,Egba,2,3,3,"850,000",RENT
1748,SEMI DETACHED,Lekki,4,5,5,"4,000,000",RENT
1749,FLAT ,AlapereKetu,0,1,1,"250,000",RENT
1750,DETACHED BUNGALOW,Ajah,3,4,4,"1,000,000",RENT
1751,FLAT ,Odofin,3,3,3,"1,700,000",RENT
1752,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
1753,SHOW ROOM,Lekki,3,baths,3,"4,500,000",RENT
1754,MINI FLAT,Lekki,1,1,1,"550,000",RENT
1755,MINI FLAT,Egba,1,1,1,"200,000",RENT
1756,MINI FLAT,Lekki,1,1,1,"700,000",RENT
1757,PENTHOUSE FLAT,Egba,2,3,3,"500,000",RENT
1758,MINI FLAT,VGCLekki,1,1,1,"600,000",RENT
1759,BLOCKS OF,Lekki,2,2,3,"2,400,000",RENT
1760,MINI FLAT,Ipaja,1,1,1,"180,000",RENT
1761,FLAT ,Gbagada,3,3,4,"1,500,000",RENT
1762,MINI FLAT,Ajah,3,baths,Toilets,"900,000",RENT
1763,MINI FLAT,Lekki,1,0,0,"1,000,000",RENT
1764,PROPERTY FOR,Lekki,beds,baths,Toilets,"1,400,000",RENT
1765,FLAT ,Lekki,beds,baths,Toilets,"1,200,000",RENT
1766,SELF CONTAIN,Ikorodu,3,3,3,"300,000",RENT
1767,FLAT ,Lekki,3,3,4,"2,500,000",RENT
1768,SEMI DETACHED,Lekki,3,4,3,"3,500,000",RENT
1769,FLATS HOUSE,Gbagada,0,0,0,"1,300,000",RENT
1770,BLOCKS OF,Egba,2,3,3,"500,000",RENT
1771,MINI FLAT,Yaba,1,1,1,"650,000",RENT
1772,MINI FLAT,Ajah,2,0,0,"1,100,000",RENT
1773,SELF CONTAIN,Ikoyi,4,4,5,"205,000,000",SALE
1774,MINI FLAT,Lekki,1,1,1,"1,000,000",RENT
1775,FLAT ,Lekki,0,0,0,"600,000",RENT
1776,MINI FLAT,Ogba,1,1,2,"450,000",RENT
1777,FLAT ,Egba,2,3,3,"500,000",RENT
1778,DETACHED BUNGALOW,Ajah,3,0,4,"1,200,000",RENT
1779,DETACHED DUPLEX,Lekki,5,5,5,"4,000,000",RENT
1780,SELF CONTAIN,Ikorodu,2,2,2,"250,000",RENT
1781,FLAT ,Lekki,2,2,3,"1,500,000",RENT
1782,FLAT ,Lekki,beds,1,1,"350,000",RENT
1783,BLOCKS OF,Gbagada,3,3,3,"1,500,000",RENT
1784,FLAT ,Egba,2,2,2,"400,000",RENT
1785,MINI FLAT,Lekki,1,1,1,"550,000",RENT
1786,HOTELGUEST HOUSE,Lekki,10,10,10,"8,000,000",RENT
1787,MINI FLAT,AlapereKetu,1,1,1,"450,000",RENT
1788,MINI FLAT,Ajah,2,baths,Toilets,"650,000",RENT
1789,SHARED APARTMENT,Ogba,2,2,2,"750,000",RENT
1790,FLAT ,Lekki,2,2,3,"2,200,000",RENT
1791,MINI FLAT,Ajah,1,baths,Toilets,"500,000",RENT
1792,MINI FLAT,Ajah,1,baths,Toilets,"500,000",RENT
1793,MINI FLAT,Egba,1,1,1,"90,000",RENT
1794,FOR RENT,2,beds,baths,3,"6,500,000",RENT
1795,MINI FLAT,Egba,1,1,1,"150,000",RENT
1796,MINI FLAT,Ajah,3,0,0,"1,100,000",RENT
1797,MINI FLAT,Surulere,1,1,1,"550,000",RENT
1798,TERRACED DUPLEX,Lekki,4,baths,Toilets,"3,000,000",RENT
1799,MINI FLAT,Ajah,1,baths,Toilets,"500,000",RENT
1800,BLOCKS OF,Egba,3,3,4,"600,000",RENT
1801,PROPERTY FOR,Lekki,beds,baths,Toilets,"800,000",RENT
1802,MINI FLAT,Ajah,1,1,1,"400,000",RENT
1803,FLAT ,Gbagada,2,2,2,"1,000,000",RENT
1804,FLAT ,Gbagada,3,3,4,"1,500,000",RENT
1805,RENT,Ajah,beds,baths,Toilets,"1,700,000",RENT
1806,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
1807,FLAT ,1Lekki,3,3,4,"3,800,000",RENT
1808,COMMERCIAL PROPERTY,Lagos.Yaba,beds,baths,Toilets,"3,500,000",RENT
1809,HOUSE FOR,Lagos.Yaba,5,3,4,"3,000,000",RENT
1810,FLAT ,Yaba,2,2,3,"1,200,000",RENT
1811,MASSIONETTE HOUSE,Gbagada,5,5,5,"2,000,000",RENT
1812,TERRACED DUPLEX,Lekki,4,4,5,"4,000,000",RENT
1813,MINI FLAT,Ikosi,1,1,2,"450,000",RENT
1814,MINI FLAT,Ikosi,1,1,2,"400,000",RENT
1815,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
1816,COMMERCIAL PROPERTY,Yaba,beds,1,1,"150,000",RENT
1817,CO WORKING,Yaba,beds,baths,2,"300,000",RENT
1818,MINI FLAT,Ikosi,1,1,1,"300,000",RENT
1819,MINI FLAT,Ogudu,1,2,2,"500,000",RENT
1820,FLAT ,lekkiLekki,3,3,4,"1,500,000",RENT
1821,HOUSE FOR,Alimosho,3,3,3,"1,300,000",RENT
1822,SEMI DETACHED,Ikoyi,4,4,5,"17,000,000",RENT
1823,FLAT ,Alimosho,3,3,3,"550,000",RENT
1824,FLAT ,shomoluShomolu,3,0,0,"1,300,000",RENT
1825,MINI FLAT,...Ogudu,1,1,1,"400,000",RENT
1826,FLAT ,Ogudu,2,3,3,"1,400,000",RENT
1827,SEMI DETACHED,Lekki,4,4,5,"4,000,000",RENT
1828,COMMERCIAL PROPERTY,Lekki,4,4,5,"40,000,000",RENT
1829,MINI FLAT,Ogudu,1,2,2,"600,000",RENT
1830,MINI FLAT,Yaba,1,1,2,"700,000",RENT
1831,MINI FLAT,Gbagada,1,2,2,"400,000",RENT
1832,MINI FLAT,Gbagada,1,1,1,"230,000",RENT
1833,MINI FLAT,Yaba,1,1,1,"600,000",RENT
1834,FLAT ,Yaba,3,3,3,"1,000,000",RENT
1835,FLAT ,Yaba,2,2,3,"900,000",RENT
1836,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
1837,FLAT ,Island,3,3,3,"4,000,000",RENT
1838,FLAT ,Ikoyi,3,3,4,"3,700,000",RENT
1839,FLAT ,Ikoyi,3,3,4,"4,000,000",RENT
1840,FLAT ,Ikoyi,3,3,4,"5,000,000",RENT
1841,FLAT ,Ikoyi,3,3,4,"12,000,000",RENT
1842,PENTHOUSE FLAT,Lekki,3,4,4,"2,300,000",RENT
1843,MINI FLAT,Yaba,1,1,1,"650,000",RENT
1844,SEMI DETACHED,Ikoyi,5,5,6,"8,000,000",RENT
1845,COMMERCIAL PROPERTY,Island,beds,baths,Toilets,"40,000",RENT
1846,TERRACED DUPLEX,Island,4,5,5,"4,000,000",RENT
1847,FLAT ,Ajah,2,2,3,"700,000",RENT
1848,MINI FLAT,Ikorodu,1,1,1,"120,000",RENT
1849,FLAT ,Lekki,3,4,4,"55,000",RENT
1850,MINI FLAT,Ajah,1,1,1,"300,000",RENT
1851,MINI FLAT,Yaba,1,1,1,"600,000",RENT
1852,FLAT ,Ikoyi,3,3,4,"3,500,000",RENT
1853,FLAT ,Lekki,2,2,3,"2,300,000",RENT
1854,FLAT ,(LBS)Ajah,3,3,4,"900,000",RENT
1855,FLAT ,Ikoyi,3,4,4,"10,000,000",RENT
1856,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
1857,SEMI DETACHED,Sangotedo,4,3,3,"38,800,000",SALE
1858,SEMI DETACHED,Lekki,4,4,4,"3,000,000",RENT
1859,FLAT ,Alimosho,2,2,2,"1,000,000",RENT
1860,FLAT ,Lekki,3,4,4,"1,600,000",RENT
1861,FLAT ,Island,2,3,3,"2,500,000",RENT
1862,MINI FLAT,Alimosho,1,1,1,"350,000",RENT
1863,MINI FLAT,Lekki,1,1,2,"900,000",RENT
1864,FLAT ,Ikoyi,3,4,4,"30,000,000",RENT
1865,PROPERTY FOR,Igando,beds,baths,Toilets,"300,000",RENT
1866,FLAT ,Ikoyi,3,3,4,"10,000,000",RENT
1867,PENTHOUSE FLAT,Lekki,3,4,4,"2,500,000",RENT
1868,FLAT ,Egba,3,3,4,"750,000",RENT
1869,MINI FLAT,Lekki,1,2,2,"1,350,000",RENT
1870,FLAT ,Lekki,2,3,3,"1,700,000",RENT
1871,FLAT ,Lekki,3,5,6,"6,000,000",RENT
1872,COMMERCIAL PROPERTY,Ikeja,beds,baths,Toilets,"3,500,000",RENT
1873,FLAT ,Ikoyi,3,3,4,"10,000,000",RENT
1874,TERRACED DUPLEX,Lekki,4,baths,Toilets,"5,000,000",RENT
1875,HOUSE FOR,Ikoyi,4,4,5,"15,000,000",RENT
1876,PROPERTY FOR,Oshodi,beds,2,Toilets,"15,000,000",RENT
1877,HOUSE FOR,Lekki,4,4,Toilets,"3,000,000",RENT
1878,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
1879,PROPERTY FOR,Ikorodu,beds,baths,Toilets,"5,000,000",RENT
1880,COMMERCIAL PROPERTY,Lekki,0,0,10,"65,000",RENT
1881,FLAT ,Okota,3,4,4,"850,000",RENT
1882,PROPERTY FOR,Ikeja,beds,baths,5,"15,000,000",RENT
1883,PROPERTY FOR,Isolo,beds,baths,Toilets,"77,000,000",RENT
1884,PROPERTY FOR,Ilupeju,beds,baths,Toilets,"67,600,000",RENT
1885,TERRACED DUPLEX,Lekki,4,5,5,"3,000,000",RENT
1886,DETACHED DUPLEX,Ikeja,5,6,6,"15,000,000",RENT
1887,FLAT ,Lekki,3,0,4,"2,800,000",RENT
1888,COMMERCIAL PROPERTY,Ikoyi,beds,baths,Toilets,"75,000",RENT
1889,FLAT ,Odofin,3,4,4,"1,500,000",RENT
1890,HOUSE FOR,Island,5,6,6,"5,000,000",RENT
1891,MINI FLAT,Ikeja,1,10,5,"70,000,000",RENT
1892,APARTMENT FOR,Ajah,beds,baths,Toilets,"1,000,000",RENT
1893,COMMERCIAL PROPERTY,Ikeja,beds,baths,Toilets,"9,000,000",RENT
1894,FLAT ,Odofin,2,3,3,"1,200,000",RENT
1895,MINI FLAT,Ikeja,1,4,8,"31,344,300",RENT
1896,FLAT ,Lekki,2,2,3,"2,300,000",RENT
1897,FLAT ,Ikoyi,3,3,4,"13,000,000",RENT
1898,DETACHED DUPLEX,Lekki,4,4,5,"3,000,000",RENT
1899,DETACHED DUPLEX,Lekki,5,6,7,"320,000,000",SALE
1900,PROPERTY FOR,Ikeja,beds,baths,Toilets,"10,440,000",RENT
1901,COMMERCIAL PROPERTY,Apapa,beds,baths,Toilets,"470,000,000",RENT
1902,BLOCKS OF,Ikeja,2,2,3,"1,600,000",RENT
1903,PROPERTY FOR,Ogba,beds,2,5,"9,036,000",RENT
1904,PROPERTY FOR,Ikeja,beds,baths,8,"37,000,000",RENT
1905,PROPERTY FOR,Ogba,beds,4,8,"30,000,000",RENT
1906,TERRACED DUPLEX,Lekki,4,4,4,"3,000,000",RENT
1907,FLAT ,Lekki,3,3,4,"3,200,000",RENT
1908,SEMI DETACHED,Island,4,5,6,"5,500,000",RENT
1909,PROPERTY FOR,Ikeja,beds,baths,2,"6,000,000",RENT
1910,FLAT ,Island,3,3,4,"3,500,000",RENT
1911,PROPERTY FOR,Ojota,beds,baths,Toilets,"13,500,000",RENT
1912,MINI FLAT,Shomolu,1,1,1,"400,000",RENT
1913,MINI FLAT,Ikosi,1,1,1,"500,000",RENT
1914,HOUSE FOR,Lekki,5,5,5,"5,000,000",RENT
1915,FLAT ,Yaba,3,2,2,"1,200,000",RENT
1916,MINI FLAT,Ojodu,1,1,1,"400,000",RENT
1917,PROPERTY FOR,Ikeja,beds,baths,Toilets,"11,000",RENT
1918,FLAT ,Yaba,2,2,3,"2,000,000",RENT
1919,FLAT ,Okota,2,3,3,"800,000",RENT
1920,DETACHED DUPLEX,Lekki,5,6,7,"320,000,000",SALE
1921,FLAT ,Okota,2,3,3,"800,000",RENT
1922,COMMERCIAL PROPERTY,Ikeja,beds,2,4,"12,000,000",RENT
1923,MINI FLAT,Yaba,1,1,1,"600,000",RENT
1924,MINI FLAT,Ojodu,1,1,2,"600,000",RENT
1925,FLAT ,EstateOkota,2,3,3,"1,100,000",RENT
1926,MINI FLAT,Yaba,1,2,1,"450,000",RENT
1927,SELF CONTAIN,Igando,2,2,2,"350,000",RENT
1928,BLOCKS OF,Ogba,2,2,3,"900,000",RENT
1929,FLAT ,Ikoyi,3,3,4,"9,000,000",RENT
1930,FLAT ,Ajah,3,4,4,"1,300,000",RENT
1931,SHARED APARTMENT,Gbagada,2,2,2,"1,500,000",RENT
1932,SHARED APARTMENT,Gbagada,2,2,2,"1,500,000",RENT
1933,TERRACED DUPLEX,Ilupeju,4,4,5,"2,800,000",RENT
1934,FLAT ,Ajah,beds,baths,Toilets,"600,000",RENT
1935,FLAT ,Okota,0,0,0,"400,000",RENT
1936,SEMI DETACHED,Lekki,4,6,6,"3,500,000",RENT
1937,MINI FLAT,Ikorodu,1,1,1,"150,000",RENT
1938,FLAT ,Yaba,beds,baths,1,"300,000",RENT
1939,FLAT ,Ipaja,2,3,3,"300,000",RENT
1940,SEMI DETACHED,Odofin,4,5,5,"6,000,000",RENT
1941,DETACHED DUPLEX,Ikoyi,5,5,5,"200,000,000",SALE
1942,SELF CONTAIN,Island,3,baths,Toilets,"5,500,000",RENT
1943,DETACHED DUPLEX,EstateIkeja,5,5,7,"12,000,000",RENT
1944,SELF CONTAIN,Igando,3,3,4,"700,000",RENT
1945,MINI FLAT,Ogba,1,1,1,"500,000",RENT
1946,FLAT ,Ikoyi,3,3,4,"8,000,000",RENT
1947,FLAT ,Ajah,3,3,4,"1,200,000",RENT
1948,DETACHED DUPLEX,Alimosho,4,4,5,"1,000,000",RENT
1949,BLOCKS OF,Ikorodu,2,1,1,"280,000",RENT
1950,FLAT ,Island,3,3,3,"6,000,000",RENT
1951,FLAT ,Yaba,2,2,2,"950,000",RENT
1952,FLAT ,Yaba,2,2,2,"1,000,000",RENT
1953,MINI FLAT,Island,1,2,2,"1,600,000",RENT
1954,FLAT ,Yaba,3,2,2,"1,200,000",RENT
1955,HOUSE FOR,Gbagada,4,baths,Toilets,"4,000,000",RENT
1956,TERRACED DUPLEX,Gbagada,4,4,5,"2,800,000",RENT
1957,MINI FLAT,Ikeja,1,1,2,"2,000,000",RENT
1958,FLAT ,Island,2,2,3,"4,000,000",RENT
1959,MINI FLAT,Ikorodu,1,1,1,"160,000",RENT
1960,RENT,Odofin,beds,baths,Toilets,"1,300,000",RENT
1961,SHARED APARTMENT,Maryland,3,4,4,"3,500,000",RENT
1962,DETACHED DUPLEX,Lekki,5,6,7,"320,000,000",SALE
1963,FLAT ,Odofin,0,0,0,"600,000",RENT
1964,FLAT ,Lekki,3,4,4,"1,500,000",RENT
1965,FLAT ,Yaba,0,0,1,"450,000",RENT
1966,MINI FLAT,Ikoyi,1,1,2,"5,600,000",RENT
1967,SHARED APARTMENT,Gbagada,3,3,4,"1,500,000",RENT
1968,FLAT ,Maryland,3,3,4,"1,000,000",RENT
1969,FLAT ,Agege,3,3,4,"500,000",RENT
1970,TERRACED DUPLEX,Island,5,6,7,"8,500,000",RENT
1971,APARTMENT FOR,Ajah,0,0,0,"1,100,000",RENT
1972,FLAT ,AptechAjah,2,2,3,"1,100,000",RENT
1973,BLOCKS OF,Ikorodu,3,3,3,"350,000",RENT
1974,DETACHED DUPLEX,Odofin,4,5,5,"4,000,000",RENT
1975,MINI FLAT,Lekki,1,1,2,"1,000,000",RENT
1976,HOUSE FOR,Lekki,5,6,6,"4,000,000",RENT
1977,PROPERTY FOR,Shomolu,beds,baths,1,"300,000",RENT
1978,FLAT ,Yaba,3,3,4,"2,500,000",RENT
1979,FLAT ,Yaba,2,2,3,"700,000",RENT
1980,FLAT ,Ikoyi,3,3,4,"15,000,000",RENT
1981,FLAT ,Island,2,2,3,"2,500,000",RENT
1982,MINI FLAT,Shomolu,1,1,1,"400,000",RENT
1983,SEMI DETACHED,Lekki,4,4,5,"60,000,000",SALE
1984,MINI FLAT,Ikeja,1,1,1,"400,000",RENT
1985,FLAT ,Ikeja,2,3,3,"3,000,000",RENT
1986,MINI FLAT,Ikeja,1,1,1,"400,000",RENT
1987,FLAT ,Ajah,2,2,3,"1,200,000",RENT
1988,FLAT ,Ajah,3,3,4,"1,400,000",RENT
1989,MINI FLAT,Lekki,1,2,2,"1,100,000",RENT
1990,BLOCKS OF,Ikeja,3,2,2,"1,000,000",RENT
1991,MINI FLAT,Lekki,1,1,1,"1,500,000",RENT
1992,FLAT ,Maryland,3,3,4,"2,500,000",RENT
1993,FLAT ,Gbagada,3,3,4,"1,200,000",RENT
1994,BOYS QUARTERS,Lekki,3,baths,Toilets,"45,000,000",RENT
1995,BLOCKS OF,Ikeja,2,2,3,"1,200,000",RENT
1996,PROPERTY FOR,Ikeja,beds,baths,8,"18,000,000",RENT
1997,SEMI DETACHED,Ajah,4,5,5,"2,500,000",RENT
1998,FLAT ,Ajah,2,2,3,"900,000",RENT
1999,MINI FLAT,Lekki,1,1,1,"700,000",RENT
2000,MINI FLAT,Yaba,1,1,1,"350,000",RENT
2001,MINI FLAT,Ajah,1,1,1,"300,000",RENT
2002,COMMERCIAL PROPERTY,Lekki,beds,baths,Toilets,"35,000,000",RENT
2003,BLOCKS OF,Ikeja,2,2,3,"1,500,000",RENT
2004,SEMI DETACHED,Lekki,4,4,5,"70,000,000",SALE
2005,MINI FLAT,Yaba,1,1,1,"350,000",RENT
