,house-types,location,bedrooms,bathrooms,toilets,price,rent / sale
411,FLAT ,Oshodi,3,3,4,"850,000",RENT
412,PROPERTY FOR,Ikeja,beds,baths,Toilets,"400,000",RENT
413,PROPERTY FOR,Isolo,beds,baths,Toilets,"4,000,000",RENT
414,BLOCKS OF,Ikeja,2,2,3,"1,200,000",RENT
415,PROPERTY FOR,Isolo,beds,baths,Toilets,"7,000,000",RENT
416,PROPERTY FOR,Isolo,beds,baths,Toilets,"1,300",RENT
417,COMMERCIAL PROPERTY,Isolo,beds,baths,Toilets,"7,000,000",RENT
418,OFFICE SPACE,Isolo,5,5,6,"2,500,000",RENT
419,MINI FLAT,Isolo,1,1,1,"600,000",RENT
420,FLAT ,Isolo,3,3,4,"1,500,000",RENT
421,TERRACED DUPLEX,Isolo,3,3,4,"1,500,000",RENT
422,BLOCKS OF,Isolo,3,3,2,"1,100,000",RENT
423,TERRACED DUPLEX,Isolo,3,3,4,"2,000,000",RENT
424,BLOCKS OF,Isolo,3,3,4,"900,000",RENT
425,MINI FLAT,Isolo,1,1,1,"400,000",RENT
426,MINI FLAT,Isolo,1,1,1,"500,000",RENT
427,BLOCKS OF,Ojodu,3,3,4,"1,500,000",RENT
428,FLAT ,Isolo,2,2,2,"700,000",RENT
429,FLAT ,Yaba,3,3,4,"45,000,000",SALE
430,FLAT ,Yaba,3,3,4,"2,000,000",RENT
431,TERRACED DUPLEX,Ikeja,5,5,6,"13,000,000",RENT
432,DETACHED DUPLEX,Ikeja,5,5,6,"13,000,000",RENT
433,DETACHED DUPLEX,Ikeja,5,5,6,"15,000,000",RENT
434,FLAT ,Surulere,2,2,2,"900,000",RENT
435,DETACHED DUPLEX,Ikeja,4,4,5,"8,000,000",RENT
436,FLAT ,Surulere,3,3,4,"1,200,000",RENT
437,FLAT ,Surulere,2,2,3,"850,000",RENT
438,MINI FLAT,Ikeja,1,1,2,"1,000,000",RENT
439,FLAT ,Isolo,3,3,4,"12,000,000",RENT
440,FLAT ,Gbagada,4,4,4,"3,000,000",RENT
441,FLAT ,Isolo,2,2,2,"700,000",RENT
442,FLAT ,Isolo,3,3,4,"1,500,000",RENT
443,MINI FLAT,Lekki,1,1,1,"1,600,000",RENT
444,SHARED APARTMENT,Ogba,2,1,1,"300,000",RENT
445,MINI FLAT,Ikeja,1,1,2,"750,000",RENT
446,COMMERCIAL PROPERTY,Island,beds,baths,2,"2,800,000",RENT
447,SEMI DETACHED,Lekki,4,4,5,"80,000,000",RENT
448,SHARED APARTMENT,Ogba,3,3,3,"1,100,000",RENT
449,SHARED APARTMENT,Ogba,2,2,2,"750,000",RENT
450,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
451,SHARED APARTMENT,Ogba,2,2,2,"500,000",RENT
452,SEMI DETACHED,Lekki,4,4,5,"5,000,000",RENT
453,FLAT ,Island,2,2,3,"3,500,000",RENT
454,MINI FLAT,Lekki,1,1,2,"1,200,000",RENT
455,FLAT ,Ipaja,2,2,3,"300,000",RENT
456,MINI FLAT,Lekki,1,1,1,"1,000,000",RENT
457,MINI FLAT,Ogba,1,2,2,"450,000",RENT
458,MINI FLAT,Ogba,1,1,1,"400,000",RENT
459,DETACHED DUPLEX,Ikosi,4,4,4,"130,000,000",RENT
460,MINI FLAT,Ajah,1,1,1,"300,000",RENT
461,FLAT ,Ipaja,3,3,3,"400,000",RENT
462,FLAT ,Yaba,beds,baths,Toilets,"10,000",RENT
463,MINI FLAT,Lekki,1,1,1,"650,000",RENT
464,SEMI DETACHED,Lekki,4,4,5,"2,500,000",RENT
465,TERRACED DUPLEX,Lekki,3,3,4,"2,500,000",RENT
466,TERRACED DUPLEX,Island,4,4,5,"4,000,000",RENT
467,FLAT ,Ojodu,3,3,4,"1,300,000",RENT
468,DETACHED DUPLEX,Ogudu,3,3,4,"2,300,000",RENT
469,SEMI DETACHED,Ikeja,5,5,6,"6,000,000",RENT
470,MINI FLAT,Shomolu,1,1,1,"400,000",RENT
471,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
472,MINI FLAT,Lekki,1,1,1,"1,400,000",RENT
473,DETACHED DUPLEX,Ajah,4,4,4,"1,500,000",RENT
474,FLAT ,Surulere,2,2,3,"1,200,000",RENT
475,MINI FLAT,Surulere,1,1,2,"550,000",RENT
476,MINI FLAT,Ajah,1,baths,Toilets,"250,000",RENT
477,MINI FLAT,Ajah,1,0,0,"400,000",RENT
478,MINI FLAT,Ajah,1,0,0,"500,000",RENT
479,MINI FLAT,Ajah,1,0,0,"500,000",RENT
480,MINI FLAT,Alimosho,1,1,1,"400,000",RENT
481,MINI FLAT,Yaba,1,baths,Toilets,"600,000",RENT
482,SEMI DETACHED,Ojodu,5,5,6,"5,000,000",RENT
483,DETACHED DUPLEX,Gbagada,5,0,0,"3,500,000",RENT
484,FLAT ,Ikoyi,4,4,5,"16,000,000",RENT
485,TERRACED DUPLEX,Ikoyi,4,4,5,"15,000,000",RENT
486,FLAT ,Isolo,3,2,3,"500,000",RENT
487,FLAT ,Egba,2,3,3,"600,000",RENT
488,FLAT ,Egba,2,3,3,"600,000",RENT
489,FLAT ,Ipaja,2,2,3,"600,000",RENT
490,FLAT ,Lekki,2,2,3,"2,500,000",RENT
491,FLAT ,Lekki,3,3,4,"3,500,000",RENT
492,SELF CONTAIN,Ikoyi,4,4,5,"205,000,000",SALE
493,FLAT ,Ikorodu,2,2,3,"180,000",RENT
494,MINI FLAT,Ogudu,1,1,1,"500,000",RENT
495,MASSIONETTE HOUSE,Island,3,5,5,"12,000,000",RENT
496,MINI FLAT,Ogba,1,1,1,"300,000",RENT
497,FLAT ,Ikoyi,5,5,6,"10,000,000",RENT
498,FLAT ,Gbagada,2,2,2,"1,000,000",RENT
499,DETACHED DUPLEX,Island,4,1,5,"15,000,000",RENT
500,FLAT ,Surulere,3,3,3,"1,700,000",RENT
501,FLAT ,Surulere,3,3,4,"2,500,000",RENT
502,TERRACED DUPLEX,Ajah,4,5,1,"4,000,000",RENT
503,FLAT ,Ikoyi,2,2,3,"9,000,000",RENT
504,FLAT ,Ikoyi,3,3,4,"12,500,000",RENT
505,FLAT ,Ikoyi,3,3,4,"10,000,000",RENT
506,MINI FLAT,Shomolu,1,1,1,"350,000",RENT
507,MINI FLAT,Ilupeju,1,1,1,"350,000",RENT
508,FLAT ,Ikoyi,3,3,4,"8,500,000",RENT
509,MINI FLAT,RoadLekki,1,1,2,"600,000",RENT
510,DETACHED DUPLEX,Maryland,4,baths,Toilets,"15,000,000",RENT
511,APARTMENT FOR,Lagos.Yaba,beds,baths,Toilets,"450,000",RENT
512,MINI FLAT,Ikosi,1,baths,Toilets,"500,000",RENT
513,DETACHED DUPLEX,Lekki,5,5,5,"85,000,000",SALE
514,FLAT ,Odofin,2,3,3,"900,000",RENT
515,TERRACED DUPLEX,Lekki,4,4,5,"40,000,000",RENT
516,MINI FLAT,Agege,1,1,1,"400,000",RENT
517,FLAT ,OGUDUOgudu,2,2,2,"700,000",RENT
518,FLAT ,Ogudu,2,2,3,"1,000,000",RENT
519,BLOCKS OF,Ogba,3,3,4,"1,500,000",RENT
520,BLOCKS OF,Ikeja,3,3,4,"2,500,000",RENT
521,SEMI DETACHED,Lekki,4,4,5,"65,000,000",RENT
522,DETACHED DUPLEX,Ojodu,7,7,8,"6,500,000",RENT
523,SEMI DETACHED,gateLekki,4,4,5,"3,500,000",RENT
524,FLAT ,Ikoyi,3,3,4,"15,000,000",RENT
525,TERRACED DUPLEX,Ikoyi,4,baths,5,"12,000,000",RENT
526,FLAT ,Island,3,3,4,"25,000",RENT
527,TERRACED DUPLEX,Ikoyi,4,4,5,"15,000,000",RENT
528,TERRACED DUPLEX,IkoyiIkoyi,4,4,5,"8,000,000",RENT
529,FLAT ,Ikoyi,3,3,3,"23,000,000",RENT
530,FLAT ,IkoyiIkoyi,4,4,5,"17,000,000",RENT
531,TERRACED DUPLEX,Lekki,4,4,5,"65,000,000",RENT
532,SEMI DETACHED,Lekki,4,4,5,"4,000,000",RENT
533,TERRACED DUPLEX,Ikoyi,3,3,4,"14,500,000",RENT
534,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
535,FLAT ,Island,3,3,4,"8,000,000",RENT
536,COMMERCIAL PROPERTY,Lekki,beds,baths,4,"100,000",RENT
537,TERRACED DUPLEX,Ikoyi,4,4,5,"7,000,000",RENT
538,FLAT ,Ikoyi,4,5,5,"16,000,000",RENT
539,FLAT ,Ikoyi,2,2,3,"8,000,000",RENT
540,FLAT ,Ikoyi,3,3,4,"8,000,000",RENT
541,TERRACED DUPLEX,Lekki,4,4,5,"3,500,000",RENT
542,SEMI DETACHED,Lekki,4,4,5,"4,000,000",RENT
543,COMMERCIAL PROPERTY,Island,beds,baths,Toilets,"9,500,000",RENT
544,MINI FLAT,Ikoyi,1,1,2,"7,500,000",RENT
545,FLAT ,Island,3,3,4,"4,000,000",RENT
546,TERRACED DUPLEX,Ikoyi,4,4,5,"8,500,000",RENT
547,TERRACED DUPLEX,Ikoyi,4,4,5,"5,000,000",RENT
548,SEMI DETACHED,Lekki,5,5,6,"8,000,000",RENT
549,PENTHOUSE FLAT,Ikoyi,4,4,5,"20,000,000",RENT
550,SEMI DETACHED,Ikoyi,4,4,5,"8,500,000",RENT
551,FLAT ,Ikoyi,3,3,4,"7,000,000",RENT
552,FLAT ,Ikoyi,3,3,4,"4,500,000",RENT
553,OFFICE SPACE,Maryland,3,0,0,"1,500,000",RENT
554,FLAT ,Ikoyi,2,3,4,"7,000,000",RENT
555,SEMI DETACHED,Lekki,5,6,6,"80,000,000",SALE
556,TERRACED DUPLEX,Lekki,4,4,5,"3,000,000",RENT
557,TERRACED DUPLEX,Lekki,4,4,5,"5,000,000",RENT
558,TERRACED DUPLEX,Island,4,4,5,"4,500,000",RENT
559,SEMI DETACHED,Ikoyi,4,4,5,"13,000,000",RENT
560,SEMI DETACHED,IkoyiIkoyi,5,5,6,"9,000,000",RENT
561,SEMI DETACHED,Surulere,4,4,4,"3,000,000",RENT
562,TERRACED DUPLEX,Ikoyi,4,4,5,"10,000,000",RENT
563,FLAT ,Ikoyi,3,3,4,"4,000,000",RENT
564,TERRACED DUPLEX,Surulere,3,2,3,"2,500,000",RENT
565,FLAT ,Surulere,2,0,0,"700,000",RENT
566,FLAT ,Lekki,4,4,5,"2,600,000",RENT
567,SEMI DETACHED,orchidLekki,4,4,5,"3,500,000",RENT
568,FLAT ,Ikoyi,3,3,4,"220,000,000",RENT
569,SEMI DETACHED,Lekki,4,4,5,"4,000,000",RENT
570,TERRACED DUPLEX,Lekki,4,4,5,"3,000,000",RENT
571,SEMI DETACHED,Island,5,6,5,"5,500,000",RENT
572,HOUSE FOR,Lekki,4,4,5,"3,500,000",RENT
573,SEMI DETACHED,Ikoyi,3,3,4,"10,000,000",RENT
574,FLAT ,elegushiLekki,2,2,3,"2,200,000",RENT
575,FLAT ,Island,3,3,4,"65,000",RENT
576,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
577,SEMI DETACHED,Ikoyi,5,5,6,"5,000,000",RENT
578,FLAT ,Right.Lekki,2,2,3,"2,500,000",RENT
579,PENTHOUSE FLAT,Ikoyi,2,2,3,"8,000,000",RENT
580,FLAT ,Island,2,2,3,"4,000,000",RENT
581,TERRACED DUPLEX,Lekki,4,4,5,"3,000,000",RENT
582,DETACHED DUPLEX,Ikoyi,5,5,6,"15,000,000",RENT
583,FLAT ,Island,2,2,3,"18,500,000",RENT
584,TERRACED DUPLEX,Lekki,3,3,4,"2,500,000",RENT
585,FLAT ,Lekki,4,4,5,"4,000,000",RENT
586,FLAT ,Ikoyi,4,4,5,"21,000,000",RENT
587,DETACHED DUPLEX,Lekki,4,4,5,"4,200,000",RENT
588,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
589,APARTMENT FOR,Ikoyi,beds,baths,Toilets,"8,000,000",RENT
590,HOUSE FOR,Lekki,4,4,5,"5,000,000",RENT
591,TERRACED DUPLEX,Ikoyi,5,5,6,"13,000,000",RENT
592,FLAT ,Ikoyi,3,3,4,"15,000,000",RENT
593,FLAT ,Ikoyi,2,2,3,"10,000,000",RENT
594,TERRACED DUPLEX,Lekki,4,4,5,"4,000,000",RENT
595,FLAT ,Ikoyi,3,3,4,"10,000,000",RENT
596,FLAT ,Ikoyi,3,3,5,"4,000,000",RENT
597,TERRACED DUPLEX,Lekki,4,5,6,"120,000,000",SALE
598,TERRACED DUPLEX,Lekki,4,4,5,"5,000,000",RENT
599,FLAT ,Lekki,3,3,4,"3,500,000",RENT
600,TERRACED DUPLEX,Lekki,4,4,4,"6,000,000",RENT
601,HOTELGUEST HOUSE,Maryland,10,0,0,"80,000,000",RENT
602,SEMI DETACHED,Ikoyi,4,4,5,"12,500,000",RENT
603,HOUSE FOR,Lekki,5,5,6,"4,500,000",RENT
604,FLAT ,Ikoyi,3,3,4,"15,000,000",RENT
605,FLAT ,Ikoyi,2,3,3,"7,000,000",RENT
606,FLAT ,Island,3,3,4,"5,500,000",RENT
607,FLAT ,Island,3,3,4,"3,500,000",RENT
608,PROPERTY FOR,Mushin,beds,baths,Toilets,"67,500,000",RENT
609,HOUSE FOR,elegushiLekki,4,4,5,"4,200,000",RENT
610,MINI FLAT,Surulere,2,2,2,"1,000,000",RENT
611,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
612,COMMERCIAL PROPERTY,Ikeja,beds,baths,Toilets,"3,850,000",RENT
613,MINI FLAT,Island,1,1,2,"12,000,000",RENT
614,TERRACED DUPLEX,Surulere,4,4,5,"3,000,000",RENT
615,FLAT ,Island,3,3,4,"3,500,000",RENT
616,MINI FLAT,mallSangotedo,2,2,3,"750,000",RENT
617,TERRACED DUPLEX,lekkiLekki,4,4,5,"3,000,000",RENT
618,LAND FOR,Sangotedo,beds,baths,Toilets,"450,000,000",SALE
619,DETACHED DUPLEX,Island,5,6,7,"9,000,000",RENT
620, APARTMENT,Ikoyi,beds,baths,Toilets,"10,000,000",RENT
621,MASSIONETTE HOUSE,Ikoyi,3,4,4,"9,000,000",RENT
622,FLAT ,Ikoyi,3,3,4,"12,000,000",RENT
623,MASSIONETTE HOUSE,Ikoyi,3,3,4,"15,000,000",RENT
624,FLAT ,Ikoyi,4,4,5,"8,000,000",RENT
625,FLAT ,Ikoyi,4,4,5,"10,000,000",RENT
626,TERRACED DUPLEX,Ikoyi,4,4,5,"15,000,000",RENT
627,FLAT ,Ikoyi,3,3,4,"7,000,000",RENT
628,SEMI DETACHED,TollgateLekki,4,4,5,"3,500,000",RENT
629,SEMI DETACHED,Ikoyi,4,4,5,"6,500,000",RENT
630,MINI FLAT,Ikoyi,1,1,2,"5,000,000",RENT
631,FLAT ,Ikoyi,3,3,4,"10,000,000",RENT
632,FLAT ,Island,3,3,4,"15,000,000",RENT
633,HOTELGUEST HOUSE,Surulere,10,10,10,"5,500,000",RENT
634,TERRACED DUPLEX,Ikoyi,4,4,5,"10,000,000",RENT
635,FLAT ,Ikoyi,3,3,4,"6,000,000",RENT
636,FLAT ,Ikoyi,3,2,3,"10,000,000",RENT
637,HOUSE FOR,Island,2,2,3,"4,500,000",RENT
638,HOUSE FOR,Ikoyi,5,5,5,"8,000,000",RENT
639,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
640,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
641,FLAT ,Ikoyi,3,3,4,"4,000,000",RENT
642,SEMI DETACHED,Ikoyi,5,5,6,"13,000,000",RENT
643,FLAT ,Ikoyi,4,5,6,"12,000,000",RENT
644,TERRACED DUPLEX,orchidLekki,4,4,5,"3,200,000",RENT
645,TERRACED DUPLEX,Ikoyi,4,4,5,"10,000,000",RENT
646,FLAT ,DriveLekki,3,3,4,"2,400,000",RENT
647,SEMI DETACHED,Ikoyi,6,baths,Toilets,"10,000,000",RENT
648,FLAT ,Island,3,3,4,"3,500,000",RENT
649,FLAT ,Ikoyi,3,3,3,"8,500,000",RENT
650,SEMI DETACHED,RoadLekki,4,4,5,"3,500,000",RENT
651,TERRACED DUPLEX,Ikoyi,4,4,5,"10,000,000",RENT
652,FLAT ,Ikoyi,4,4,5,"20,000,000",RENT
653,TERRACED DUPLEX,Ikoyi,4,4,5,"12,000,000",RENT
654,SEMI DETACHED,Ikoyi,4,4,5,"7,000,000",RENT
655,FLAT ,Ikoyi,4,4,5,"16,000,000",RENT
656,FLAT ,Right.Lekki,2,2,3,"3,200,000",RENT
657,FLAT ,Ikoyi,3,3,4,"6,000,000",RENT
658,MASSIONETTE HOUSE,Ikoyi,3,3,4,"12,000,000",RENT
659,FLAT ,Igando,2,0,0,"600,000",RENT
660,MINI FLAT,Ikorodu,1,1,1,"43,000,000",SALE
661,FLAT ,Lekki,3,3,4,"3,000,000",RENT
662,TERRACED DUPLEX,IkoyiIkoyi,4,4,5,"15,000,000",RENT
663,TERRACED DUPLEX,Ikoyi,4,4,5,"15,000,000",RENT
664,SEMI DETACHED,Ikoyi,5,5,6,"8,000,000",RENT
665,TERRACED DUPLEX,Ikoyi,4,4,5,"8,500,000",RENT
666,DETACHED DUPLEX,Lekki,5,5,6,"4,000,000",RENT
667,FLAT ,Lekki,3,3,4,"2,200,000",RENT
668,FLAT ,Lekki,3,3,4,"3,500,000",RENT
669,FLAT ,Ikoyi,2,2,3,"7,000,000",RENT
670,FLAT ,Road.Ikoyi,3,3,4,"12,000,000",RENT
671,TERRACED DUPLEX,Ikoyi,3,3,4,"13,500,000",RENT
672,TERRACED DUPLEX,Lekki,3,3,4,"2,800,000",RENT
673,MASSIONETTE HOUSE,Island,3,3,4,"3,500,000",RENT
674,DETACHED DUPLEX,Lekki,4,4,5,"4,500,000",RENT
675,MINI FLAT,Island,1,1,1,"2,250,000",RENT
676,TERRACED DUPLEX,Ikoyi,4,4,5,"20,000,000",RENT
677,MINI FLAT,Lekki,1,1,1,"800,000",RENT
678,FLAT ,Ikoyi,3,3,4,"7,500,000",RENT
679,FLAT ,Surulere,3,2,2,"1,500,000",RENT
680,FLAT ,Island,3,3,4,"14,000,000",RENT
681,TERRACED DUPLEX,Surulere,4,5,5,"67,000,000",SALE
682,FLAT ,Ikoyi,3,3,4,"80,000",RENT
683,SEMI DETACHED,RightLekki,4,4,5,"6,000,000",RENT
684,SEMI DETACHED,Ikoyi,4,4,4,"10,000,000",RENT
685,FLAT ,Ikoyi,3,3,4,"8,000,000",RENT
686,FLAT ,Ikoyi,3,3,4,"100,000",RENT
687,TERRACED DUPLEX,Lekki,4,4,5,"4,500,000",RENT
688,FLAT ,Ikoyi,3,3,4,"14,000,000",RENT
689,FLAT ,Island,3,3,4,"5,000,000",RENT
690,MINI FLAT,Lekki,2,2,3,"3,200,000",RENT
691,SEMI DETACHED,Lekki,4,4,5,"2,500,000",RENT
692,TERRACED DUPLEX,Ikoyi,4,4,5,"7,000,000",RENT
693,TERRACED DUPLEX,Ikoyi,4,4,5,"10,000,000",RENT
694,HOUSE FOR,Ikoyi,4,4,5,"12,000,000",RENT
695,MINI FLAT,Surulere,1,1,2,"600,000",RENT
696,MASSIONETTE HOUSE,AxisLekki,4,4,5,"45,000,000",RENT
697,HOUSE FOR,Lekki,5,5,6,"8,000,000",RENT
698,FLAT ,Ikoyi,2,2,3,"4,500,000",RENT
699,COMMERCIAL PROPERTY,Ikeja,0,0,0,"70,000",RENT
700,TERRACED DUPLEX,Ikoyi,3,3,4,"6,000,000",RENT
701,TERRACED DUPLEX,Ikoyi,4,4,5,"12,000,000",RENT
702,BLOCKS OF,Ajah,2,2,3,"23,000,000",SALE
703,TERRACED DUPLEX,Ikoyi,4,4,5,"8,500,000",RENT
704,MINI FLAT,Island,1,1,2,"28,000",RENT
705,SEMI DETACHED,Ikoyi,4,0,0,"8,000,000",RENT
706,FLAT ,Island,3,4,4,"5,000,000",RENT
707,FLAT ,Egba,3,3,4,"33,000,000",RENT
708,FLAT ,Ikoyi,3,3,4,"5,000,000",RENT
709,FLAT ,Right.Lekki,3,3,4,"3,500,000",RENT
710,FLAT ,Right.Lekki,3,3,4,"5,000,000",RENT
711,FLAT ,Right.Lekki,3,3,4,"3,000,000",RENT
712,MINI FLAT,Ikoyi,1,1,2,"6,000,000",RENT
713,FLAT ,Ikoyi,3,4,4,"13,500,000",RENT
714,HOUSE FOR,Ikoyi,beds,baths,Toilets,"10,000,000",RENT
715,FLAT ,Lekki,3,3,4,"2,500,000",RENT
716,FLAT ,Ikoyi,3,3,4,"7,500,000",RENT
717,TERRACED DUPLEX,Ikoyi,4,4,5,"12,000,000",RENT
718,FLAT ,Ikoyi,4,4,5,"10,000,000",RENT
719,FLAT ,Ikoyi,3,3,4,"10,000,000",RENT
720,TERRACED DUPLEX,Right.Lekki,5,5,6,"6,000,000",RENT
721,TERRACED DUPLEX,Lekki,5,5,6,"5,000,000",RENT
722,FLAT ,IkoyiIkoyi,3,3,4,"13,000,000",RENT
723,SEMI DETACHED,Lekki,4,4,5,"70,000,000",SALE
724,TERRACED DUPLEX,Lekki,4,4,5,"3,500,000",RENT
725,FLAT ,Ikoyi,3,3,4,"15,000,000",RENT
726,TERRACED DUPLEX,Lekki,4,4,5,"3,500,000",RENT
727,MASSIONETTE HOUSE,Ikoyi,3,3,4,"15,000,000",RENT
728,PENTHOUSE FLAT,Ikoyi,4,4,5,"11,000,000",RENT
729,TERRACED DUPLEX,Lekki,5,5,6,"10,000,000",RENT
730,FLAT ,Ikoyi,2,2,3,"7,500,000",RENT
731,FLAT ,Ikoyi,4,4,5,"25,000,000",RENT
732,FLAT ,Ipaja,2,2,3,"350,000",RENT
733,FLAT ,Ikoyi,4,5,5,"7,500,000",RENT
734,FLAT ,elegushiLekki,3,3,4,"1,800,000",RENT
735,FLAT ,Island,3,4,4,"5,000,000",RENT
736,FLAT ,Ikoyi,5,5,6,"15,000,000",RENT
737,FLATS HOUSE,Surulere,0,0,0,"7,500,000",RENT
738,FLAT ,Ikoyi,3,3,4,"9,000,000",RENT
739,FLAT ,Yaba,3,4,5,"1,500,000",RENT
740,FLAT ,Ikoyi,4,4,5,"10,000,000",RENT
741,FLAT ,Island,3,3,4,"17,000,000",RENT
742,TERRACED DUPLEX,Ikoyi,4,4,5,"10,000,000",RENT
743,TERRACED DUPLEX,Ikoyi,4,4,5,"10,000,000",RENT
744,HOUSE FOR,Camp,4,4,5,"100,000",SHORTLET
745,TERRACED DUPLEX,Ikoyi,3,3,4,"16,000,000",RENT
746,MASSIONETTE HOUSE,Ikoyi,4,4,5,"5,000,000",RENT
747,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
748,TERRACED DUPLEX,Ikoyi,4,4,5,"10,000,000",RENT
749,FLAT ,Gbagada,3,3,3,"1,400,000",RENT
750,TERRACED DUPLEX,Lekki,5,5,6,"7,000,000",RENT
751,SEMI DETACHED,Surulere,4,3,4,"2,000,000",RENT
752,DETACHED DUPLEX,Ikoyi,5,5,6,"15,000,000",RENT
753,MINI FLAT,Island,1,1,1,"1,200,000",RENT
754,FLAT ,Island,3,3,4,"18,000,000",RENT
755,TERRACED DUPLEX,Lekki,4,4,5,"4,500,000",RENT
756,FLAT ,Ikoyi,3,3,4,"7,000,000",RENT
757,FLAT ,Lekki,2,2,3,"2,700,000",RENT
758,FLAT ,Lekki,3,3,4,"3,800,000",RENT
759,FLAT ,Ikoyi,4,4,5,"14,000,000",RENT
760,FLAT ,Ikoyi,3,2,3,"7,500,000",RENT
761,MASSIONETTE HOUSE,Ikoyi,4,4,5,"15,000,000",RENT
762,MINI FLAT,Sangotedo,2,2,3,"800,000",RENT
763,HOUSE FOR,Lekki,4,4,5,"3,500,000",RENT
764,SEMI DETACHED,Lekki,5,5,6,"10,000,000",RENT
765,BLOCKS OF,Ajah,2,2,3,"23,000,000",SALE
766,HOUSE FOR,Lekki,5,5,6,"4,000,000",RENT
767,TERRACED DUPLEX,Ikoyi,3,3,4,"10,000,000",RENT
768,DETACHED DUPLEX,Lekki,5,5,6,"5,500,000",RENT
769,TERRACED DUPLEX,RoadIkoyi,5,5,6,"8,000,000",RENT
770,FLAT ,Ikoyi,3,3,4,"9,000,000",RENT
771,TERRACED DUPLEX,Island,3,3,4,"4,500,000",RENT
772,HOUSE FOR,Lekki,7,7,8,"440,000,000",RENT
773,FLAT ,Lekki,2,2,3,"2,000,000",RENT
774,FLAT ,Island,3,3,4,"4,000,000",RENT
775,MINI FLAT,Island,1,1,2,"1,800,000",RENT
776,FLAT ,Island,3,3,4,"4,000,000",RENT
777,FLAT ,Ikoyi,2,2,3,"6,000,000",RENT
778,TERRACED DUPLEX,OLekki,4,4,5,"3,000,000",RENT
779,PENTHOUSE FLAT,Ikoyi,2,2,3,"18,000,000",RENT
780,SEMI DETACHED,OrchidLekki,4,4,5,"3,500,000",RENT
781,FLAT ,Ikoyi,2,2,3,"3,500,000",RENT
782,MINI FLAT,Ikoyi,1,1,2,"7,000,000",RENT
783,MINI FLAT,Island,1,1,2,"1,300,000",RENT
784,PENTHOUSE FLAT,Island,3,3,4,"15,000,000",RENT
785,DETACHED DUPLEX,Lekki,5,5,6,"85,000,000",RENT
786,DETACHED DUPLEX,Lekki,5,5,6,"110,000,000",SALE
787,FLAT ,Ikoyi,2,2,3,"6,500,000",RENT
788,FLAT ,Ikoyi,4,4,5,"8,000,000",RENT
789,SEMI DETACHED,Lekki,4,4,5,"3,500,000",RENT
790,FLAT ,IkoyiIkoyi,2,2,3,"8,000,000",RENT
791,FLAT ,Island,3,3,4,"3,800,000",RENT
792,FLAT ,Lekki,3,3,4,"4,500,000",RENT
793,RENT,Lekki,0,0,0,"1,500,000",RENT
794,FLAT ,Ikoyi,3,3,4,"11,000,000",RENT
795,FLAT ,Ikoyi,3,3,4,"6,500,000",RENT
796,FLAT ,Ikoyi,3,3,4,"10,000,000",RENT
797,TERRACED DUPLEX,Ikoyi,4,4,5,"8,000,000",RENT
798,SEMI DETACHED,Lekki,4,4,4,"3,500,000",RENT
799,SEMI DETACHED,Lekki,4,4,5,"4,000,000",RENT
800,TERRACED DUPLEX,Ikoyi,3,3,4,"15,000,000",RENT
801,TERRACED DUPLEX,Ikoyi,4,4,5,"14,500,000",RENT
802,FLAT ,Island,2,2,3,"5,000,000",RENT
803,HOUSE FOR,Island,5,4,4,"15,000,000",RENT
804,FLAT ,Ikoyi,3,3,4,"9,000,000",RENT
805,SEMI DETACHED,RightLekki,5,5,6,"7,000,000",RENT
806,FLAT ,Ikoyi,2,2,3,"10,000,000",RENT
807,DETACHED DUPLEX,Ikoyi,6,6,7,"310,000,000",SALE
808,FLAT ,Ikoyi,2,2,3,"7,000,000",RENT
809,FLAT ,elegushiLekki,3,3,4,"2,300,000",RENT
810,A MALL,Lekki,beds,baths,Toilets,"3,500,000",RENT
811,COMMERCIAL PROPERTY,Ikeja,beds,baths,8,"16,000,000",RENT
812,FLAT ,Ikoyi,3,3,4,"9,000,000",RENT
813,FLAT ,Lekki,3,3,4,"2,000,000",RENT
814,FLAT ,IkoyiIkoyi,3,3,4,"11,000,000",RENT
815,FLAT ,Right.Lekki,3,3,4,"3,500,000",RENT
816,FLAT ,Island,4,4,5,"10,000,000",RENT
817,TERRACED DUPLEX,Ikoyi,4,4,5,"8,000,000",RENT
818,MINI FLAT,IkateLekki,3,3,4,"2,000,000",RENT
819,TERRACED DUPLEX,Ikoyi,4,4,5,"15,000,000",RENT
820,FLAT ,Ikoyi,3,3,4,"20,000,000",RENT
821,TERRACED DUPLEX,Lekki,4,4,5,"8,000,000",RENT
822,FLAT ,Island,3,3,4,"3,000,000",RENT
823,FLAT ,Maryland,3,3,4,"1,800,000",RENT
824,FLAT ,Ikoyi,3,4,4,"12,000,000",RENT
